uuid,date,isp,city,mbps
,2023-04-28,Vodafone Data,Biyala,3.181334116232093
,2023-01-09,China Telecom Next Generation Carrier Network,Nairobi,6.270729860445448
,2021-05-13,South African Digital Villages (Pty) Ltd,Cape Town,29.192745663262972
,2024-03-04,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Ribat Al Khayr,46.89924913233147
,2022-05-31,MTN SA,Delportshoop,7.361088664943219
,2023-02-02,Telecom Algeria,Bab Ezzouar,6.847436927200802
,2021-10-15,Africa Online Kenya,Mombasa,46.605425185654866
,2023-03-06,OOREDOO TUNISIE SA,Aryanah,10.231495972409002
,2023-04-24,VM  S.A,Xai-Xai,2.954100822880882
,2022-12-25,Telkom SA Ltd.,Bultfontein,4.808048422392169
,2023-07-06,Telecom Algeria,Saida,2.257993584264975
,2022-09-09,Dimension Data (Pty) Ltd - Optinet,Vereeniging,47.387382354128825
,2020-05-28,Cool Ideas Service Provider (Pty) Ltd,Fourways,42.72847683631357
,2021-02-25,PC Maniacs CC,Johannesburg,8.989153003046471
,2021-10-05,Level 7 Wireless (Pty) Ltd,Meyerton,8.341978826500483
,2022-03-19,Wana Corporate,Tangier,8.27789938661177
,2023-06-09,Business Connexion Communications,,226.03311468420827
,2020-12-15,Cybersmart,Oudtshoorn,1.5648898358778964
,2020-02-13,Infocom ltd,,4.479757648380492
,2022-04-27,Vodafone Data,Minya,16.57551207374458
,2023-06-03,TE-AS,Ibshaway,14.206121656124065
,2022-08-24,MTN SA,Meadowlands,18.431315784726007
,2022-07-03,SONATEL-AS Autonomous System,Dakar,9.872926298727542
,2023-06-22,TENET (The UNINET Project),Durban,113.77398047869907
,2022-07-26,Airtel Congo S.A,,1.952396414363277
,2023-02-25,SOMTEL INTERNATIONAL Ltd,Hargeisa,1.6783415437850868
,2022-12-15,NIC Bank,,6.911664201401578
,2021-04-30,Dube TradePort,La Mercy,7.599181005323465
,2024-06-21,Africa Independent Network Exchange (Pty) LTD (AfricaINX),,682.6144762215582
,2024-01-26,BETHNET cc,Bethlehem,27.866985500701812
,2023-04-18,Vodacom,Diepsloot,17.905244246070694
,2020-07-11,MTN SA,Rustenburg,60.986710880571295
,2022-10-25,MEDITELECOM,Sidi Kacem,4.213515871976537
,2022-11-24,VOffice Solutions,Ugie,3.394171261348992
,2021-08-19,Vodafone Data,Port Said,1.309423750851417
,2024-01-02,Level 7 Wireless (Pty) Ltd,Sasolburg,23.534977084095367
,2020-07-13,Kosh Communication Services,Stilfontein,1.2648693216322804
,2022-07-06,Dimension Data (Pty) Ltd - Optinet,Bellville,21.53991731977695
,2022-01-25,Telecom Algeria,Hassi Bahbah,10.298319826845043
,2022-03-19,VOffice Solutions,Carletonville,31.26815800018558
,2021-07-13,Afrihost (Pty) Ltd,Ballito,3.91146991270577
,2023-10-07,Telecom Algeria,Batna City,5.51301329977039
,2020-11-18,BitCo,Randburg,14.548004188112513
,2023-11-09,"MTC - Mobile Telecommunications, Ltd.",Windhoek,7.269425066707092
,2020-06-22,truIT Uganda Limited,,0.1176155275882637
,2022-07-20,Millicom Ghana Limited,Accra,5.821341609971237
,2021-01-27,RMS Powertronics CC,Krugersdorp,14.28100979824415
,2024-01-22,,Cairo,53.36798467946378
,2024-01-01,Telecom Algeria,Médéa,6.951635363348567
,2024-05-01,TOPNET,Aryanah,9.042639832405202
,2021-01-30,Liquid Telecommunications South Africa (Pty) Ltd,Bellville,47.95597470087808
,2022-03-14,Vox Telecom Ltd,Goodwood,22.749883011003952
,2020-09-02,KAB Technologies,Cape Town,8.480660720611112
,2020-06-15,Vox Telecom Ltd,Polokwane,6.116629760075937
,2021-04-24,SomCable,Hargeisa,0.910871788812579
,2020-07-08,WIRELESS PROFESSIONELE NETWERKE,Pretoria,8.392972516131838
,2022-06-06,Dimension Data (Pty) Ltd - Optinet,Alberton,53.13258981656425
,2021-05-21,VOffice Solutions,Matatiele,6.3687697510674965
,2023-08-19,JASCO CONVERGED SOLUTIONS (Pty) Ltd,Pretoria,22.005758548200813
,2020-09-05,CM Value Added Services (Pty) Ltd,Centurion,7.968922329513556
,2021-03-09,Vodacom Business Africa (Nigeria) Limited,Ikoyi,21.432832210400456
,2022-05-20,Internet Solutions,Secunda,25.742574094258625
,2020-07-26,Vodacom,Boksburg,17.684777386097448
,2020-11-16,"Power and Network, Backup Company Ltd",,0.1246262209294438
,2021-03-15,,Paarl,29.9329671604065
,2020-02-13,The Egyptian Company for Mobile Services (Mobinil),Cairo,8.334692863914206
,2020-03-20,Vodacom,Hluhluwe,6.687261833009749
,2023-10-30,Digital Arena Limited,Accra,14.284394730405094
,2023-02-02,Canalbox Benin,Bobo-Dioulasso,27.219154717835988
,2024-03-07,National Information Technology Authority Uganda,Kira,10.634954362796885
,2021-02-20,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Had Kourt,6.508070553687188
,2022-12-01,TE-AS,Al Wasta,5.5667358907695625
,2021-01-02,OTEL TELECOMS,Paarl,48.2270931687235
,2020-06-05,Cell C (Pty) Ltd,Johannesburg,17.667443681713284
,2021-10-30,Metrofibre Networx,Pietermaritzburg,21.143059250735668
,2022-05-24,Telecom Algeria,Sétif,5.803185703152364
,2023-07-23,Optimum Telecom Algeria,Tlemcen,5.988830931216997
,2021-06-02,Wireless Associate Service Providers CC,Klerksdorp,6.42231266181932
,2020-03-21,Cell C (Pty) Ltd,Durban,12.159719748663566
,2022-04-18,Telkom SA Ltd.,Hillcrest,24.4633329802246
,2021-09-18,BCS Group (BCSNet),Delmas,6.229959034699989
,2023-09-08,MEDITELECOM,Laayoune,8.080760140057286
,2021-09-05,SEACOM Limited,Gauteng,7.29533411830668
,2023-06-25,General Post and Telecommunication Company (GPTC),Tripoli,13.536920819402994
,2023-04-30,Vox Telecom Ltd,Soweto,93.4073345799626
,2021-06-19,Vodafone Data,Tala,0.0605957758408923
,2020-11-25,Kenyan Post & Telecommunications Company / Telkom Kenya Ltd,,4.786376134415541
,2023-10-26,TE-AS,Cairo,13.306185165533678
,2022-03-15,Kenyan Post & Telecommunications Company / Telkom Kenya Ltd,Embu,5.9107341191705265
,2021-06-17,Africell Uganda Limited,Kampala,3.1306767231229897
,2022-07-27,Cool Ideas Service Provider (Pty) Ltd,Durban,48.87137028974169
,2021-08-26,SKYLOGIC S.P.A.,Suleja,12.387812337937204
,2024-02-09,Telkom SA Ltd.,East London,20.33329778218576
,2024-01-23,ETISALAT MISR,Cairo,11.139052087399088
,2023-05-31,University of Lagos,Lagos,10.333152982976973
,2023-10-03,OOREDOO TUNISIE SA,Tozeur,15.202067595320749
,2021-10-28,The Egyptian Company for Mobile Services (Mobinil),Giza,5.12232514470467
,2022-09-26,DIRECTEL COMMUNICATIONS (PTY) LTD,Pretoria,91.0591643396464
,2023-05-08,,Hartenbos,19.37867762485376
,2024-01-15,TE-AS,Kafr Shukr,11.051113886015472
,2024-07-05,Liquid Telecommunications South Africa (Pty) Ltd,Nelspruit,22.103483794567115
,2022-11-01,TENET (The UNINET Project),Lansdowne,929.9951136078182
,2024-05-12,Fixed Mobile Telecommunications (Pty) LTD,Standerton,55.50249383851003
,2023-01-18,TELMA Global Net,Antananarivo,31.82176056133652
,2020-12-18,Vodafone Data,Maadi Cornish,20.116882737071744
,2021-10-19,Vox Telecom Ltd,Stellenbosch,56.162128388794336
,2024-08-27,Optimum Telecom Algeria,Algiers,11.856392360843786
,2020-06-13,Internet Solutions,Bloemfontein,4.42873516087105
,2021-01-16,Cybersmart,Oudtshoorn,3.8421968094324432
,2023-06-26,MTN SA,Hout Bay,0.70447039172081
,2021-08-13,Vodacom,Vredenburg,9.386264487979709
,2022-07-30,,Gansbaai,7.962006689619096
,2024-06-22,Tunisia BackBone AS,,11.41869338581098
,2020-11-02,SWIFT NETWORKS LIMITED,Lagos,6.605682151982512
,2022-10-16,Telecom Algeria,Tizi Ouzou,3.046770361325334
,2022-02-04,Tunisia BackBone AS,Tajerouine,15.926088566265536
,2020-11-14,Airtel Networks Limited,Asaba,4.614110486456503
,2020-11-07,Sithabile Technology Services (Py) Ltd,,86.96391555627596
,2023-02-24,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Imzouren,7.861375209468962
,2020-10-18,TANZANIA TELECOMMUNICATIONS CO. LTD,Dar es Salaam,6.309317696603811
,2021-09-05,,Haga-Haga,1.6012001177267785
,2020-10-09,WTTX Comunications (Pty) Ltd,Pretoria,10.647044904834418
,2022-12-07,,Gravelotte,44.20540046342058
,2023-03-30,,Paarl,32.70672692958734
,2021-03-05,MEDITELECOM,Inezgane,0.460824014322886
,2020-05-18,VM  S.A,Maputo,11.758960936988563
,2024-05-10,Wana Corporate,Agadir,9.76469565099416
,2024-01-30,Telkom SA Ltd.,Clarens,19.173525517981165
,2020-10-20,Link Egypt (Link.NET),Tanta,4.127259951827217
,2023-08-15,Network Platforms (PTY) LTD,Johannesburg,20.7185095964661
,2021-05-11,Vox Telecom Ltd,Brackenfell,14.493453656232042
,2020-07-21,,Katlehong,20.194134427794605
,2022-06-29,Vodacom,East London,18.32808631170648
,2020-07-13,Malawi Telecommunications Limited,,0.0175831962040326
,2024-01-21,TE-AS,Qina,12.56066102564795
,2023-11-30,Sudatel (Sudan Telecom Co. Ltd),Rumaylah,4.819201966256024
,2020-08-29,Vodacom,Evander,21.872536410869895
,2021-06-12,TOPNET,Tabursuq,5.996254847886941
,2022-07-15,RSAWEB (PTY) LTD,Cape Town,49.69445402204133
,2023-11-11,,Lusaka,14.754270400074295
,2022-09-26,TOPNET,Sukrah,7.804874301834529
,2020-04-18,Kurlec Wireless (PTY) Ltd,Wolmaransstad,2.591078285388509
,2020-07-30,Liquid Telecommunications South Africa (Pty) Ltd,Kroonstad,4.614902709355216
,2023-10-16,MEDITELECOM,Taounate,7.984966897060802
,2021-11-11,SEACOM Limited,Nairobi,6.88581870472392
,2022-07-17,Internet Technologies Namibia,Windhoek,26.75532864060121
,2021-06-04,Telecom Algeria,Mostaganem,3.959803770890133
,2022-07-17,,Steytlerville,1.918167222015568
,2023-01-14,VOffice Solutions,Sebokeng,0.8030180344871326
,2022-11-22,The Egyptian Company for Mobile Services (Mobinil),Giza,24.86316652747528
,2022-10-26,Internet Solutions,Botshabelo,14.99503409977548
,2021-09-18,Vodacom,Eastern Cape,0.2956098180817044
,2024-07-01,3S INF,Ezzouhour,4.04500452362146
,2022-08-16,Optimum Telecom Algeria,,2.409037914961819
,2023-04-09,Telecomunicacoes de Mocambique (TDM),Beira,3.3886132354386667
,2024-08-18,Internet Solutions,Bellville,31.78940346962371
,2021-07-10,TESUCO TELECOMMUNICATIONS (PTY) LTD,Johannesburg,32.64556039990434
,2023-12-21,Wananchi Group (Kenya) Limited,Homa Bay,9.868446910319667
,2021-11-16,MTN SA,Kleinmond,9.578229991488302
,2022-02-10,Telecom Algeria,Guelma,2.7675328197208464
,2023-05-04,TENET (The UNINET Project),Durban,122.85137541501108
,2021-04-07,Metrofibre Networx,Gauteng,40.16551507873726
,2023-10-05,ITEC Communications Pty Ltd,Cape Town,21.210627898590683
,2022-09-07,EMTEL LIMITED,Port Louis,2.308230438907976
,2021-07-17,Mauritius Telecom Ltd,Pamplemousses,6.9921544839550265
,2024-01-06,TOPNET,Kelaa Kebira,17.18068551028194
,2023-03-28,Dimension Data (Pty) Ltd - Optinet,Pretoria,48.83648149018632
,2024-01-16,Gadgetronix.Net Ltd,Arusha,23.21774708401298
,2020-03-06,Adept Internet (Pty) Ltd CT,Cape Town,60.892486289579615
,2024-01-23,MTN SA,Cape Town,46.174498009557766
,2024-06-17,OOREDOO TUNISIE SA,Kasserine,34.96559004466379
,2022-04-01,,Rayton,27.698987647264744
,2024-08-03,,Bloemfontein,19.856403158862
,2020-07-28,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Taroudant,2.919632871257652
,2020-11-20,Metrofibre Networx,Koppies,7.536761461385282
,2021-05-16,Telecom Algeria,Larbaâ,3.53044079449326
,2023-02-06,Vodacom Business Africa (Nigeria) Limited,Ibadan,17.483932763873376
,2023-07-16,Faircape,Hermanus,77.79411261200988
,2022-03-28,Vox Telecom Ltd,Cape Town,34.42209434674152
,2023-07-28,Telkom SA Ltd.,Table View,85.39791565508823
,2020-02-18,Telecom Algeria,Kouba,3.4287766436464904
,2021-06-07,,Fresnaye,18.644099369165524
,2021-12-15,KAB Technologies,Cape Town,19.292087173711497
,2020-11-30,,Jamestown,5.87922963686791
,2020-10-09,The Egyptian Company for Mobile Services (Mobinil),Alexandria,14.608266524226169
,2020-04-03,X-DSL Networking Solutions,Richards Bay,5.972617023697762
,2021-10-03,TE-AS,Al Qalyubiyah,6.821960787851864
,2020-11-22,OOREDOO TUNISIE SA,Sidi Bouzid,5.469110949623789
,2023-07-02,,Vredenburg,11.759064326156064
,2022-11-08,Vodafone Data,Qalyubia,12.47499580854902
,2020-06-24,Municipal Network Services,Vredenburg,2.5384992286980967
,2022-11-21,Telecom Algeria,Saoula,13.500829356813416
,2020-05-29,Telkom SA Ltd.,Matatiele,2.3752053986475916
,2021-07-02,Rain Networks (Pty) Ltd,Gauteng,26.57246847749903
,2022-06-16,Wana Corporate,Demnate,4.589541430779705
,2021-09-24,X-DSL Networking Solutions,Centurion,6.253934350395018
,2022-11-09,Telkom SA Ltd.,Lenasia,13.745172231131434
,2021-02-14,HETZNER (Pty) Ltd,Johannesburg,6.0025560605578665
,2022-12-12,SPECTRANET LIMITED,Isolo,3.3138214680282805
,2023-05-31,Telkom SA Ltd.,Vanderbijlpark,19.08937226570367
,2024-05-13,"TVCABO - Comunicacoes Multimedia, Lda.",Maputo,12.186137187623048
,2024-06-28,Wana Corporate,Casablanca,13.573226208016846
,2021-11-22,,Gordon's Bay,15.852515333976722
,2021-12-19,Zain Zambia PLC,,4.9887413504502875
,2022-07-07,TOPNET,Houmt Souk,7.36906985259435
,2024-07-23,Telkom SA Ltd.,Benoni,18.50931226886454
,2023-05-08,Link Egypt (Link.NET),,11.474244706308772
,2021-12-28,MUNI S.A,Bata,13.237158298640702
,2020-09-20,Telecom Algeria,Bougaa,1.632822988457252
,2021-06-27,Adept Internet (Pty) Ltd CT,Cape Town,4.191980661486614
,2023-06-18,Wana Corporate,Fnidek,4.576334683037929
,2023-07-16,Liquid Telecommunications South Africa (Pty) Ltd,Bloemfontein,3.689645277082446
,2024-04-01,SomCable,Hargeisa,6.365400293198362
,2022-03-03,MEDITELECOM,Ait Melloul,4.813989699393551
,2022-05-10,Vodafone Data,Kawm Hamadah,15.223371294173273
,2020-11-02,Aljeel Aljadeed For Technology,Tripoli,2.4492528256284336
,2021-05-02,Telecom Algeria,Ghardaïa,1.5916480621566338
,2020-07-03,Africa Online Kenya,Nairobi,0.5829122961226217
,2022-09-17,Afrihost (Pty) Ltd,Melkbosstrand,50.34421473670106
,2021-07-17,Atomic (Pty) Ltd,Cape Town,106.73866193000782
,2023-07-21,Vox Telecom Ltd,Durbanville,35.51950999986533
,2020-01-16,CV  Multimedia SA,Praia,2.0078200046577184
,2020-11-26,Mauritius Telecom Ltd,,16.880535436404887
,2022-03-29,Capricom Networks,Polokwane,8.800258632283908
,2023-03-25,Telecom Algeria,Oued Rhiou,4.271818124429137
,2023-08-30,MTN SA,Mount Ayliff,230.2388793120688
,2022-03-20,Syokinet Solutions Limited,,9.968563915816222
,2024-01-07,,Ermelo,14.583622456185212
,2022-10-29,Platformity CC,,62.91753868600884
,2020-10-26,Wananchi Group (Kenya) Limited,Kabarnet,2.576753441324213
,2021-11-08,Telkom SA Ltd.,Wilderness,15.479796706095357
,2020-08-04,X-DSL Networking Solutions,Centurion,57.05168868751075
,2020-06-09,The Egyptian Company for Mobile Services (Mobinil),Giza,6.840817037788252
,2024-01-11,Green Flash Trading,Modimolle,18.404647926322287
,2020-09-17,Mauritius Telecom Ltd,Pointe aux Sables,16.755329817031583
,2021-03-16,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Douar Laarayech,10.5675812674292
,2022-11-10,TE-AS,Tahta,2.1518188397192137
,2021-01-21,Telecom Algeria,Sidi M'Hamed Ben Ali,0.3651941566013015
,2023-03-10,TOPNET,Zaghouan,5.267300715118657
,2023-01-23,TOPNET,Ras Ettabia,6.929670593689044
,2021-12-03,RSAWEB (PTY) LTD,Irene,20.53420722533865
,2024-04-03,Econet Telecom Lesotho (PTY) LTD,Maseru,20.192895063754783
,2021-11-20,,Vryburg,39.450168951796165
,2022-12-02,AEROCOM BROADBAND SERVICES,Pretoria,3.541293379630343
,2023-08-29,3S INF,Ben Arous,4.264614108708976
,2022-07-11,Dimension Data (Pty) Ltd - Optinet,Gauteng,68.06732211975984
,2021-05-06,Roke Investments International Ltd,,4.90089425835435
,2020-11-17,Cybersmart,Johannesburg,20.9123103488112
,2021-12-13,Liquid Telecommunications South Africa (Pty) Ltd,Langebaan,3.816861916083035
,2021-08-01,East Africa Broadband Services,,6.364798612825166
,2021-07-26,BCS Group (BCSNet),,10.460743982150085
,2021-04-01,Orange Madagascar,Toamasina,6.191676256688686
,2023-03-12,Canal + Telecom SAS,Saint-Andre,8.17246508317168
,2023-10-08,BENIN TELECOMS SERVICES SA,,46.851967789855166
,2022-09-26,WiFibre Pty Ltd,Johannesburg,131.91842823337254
,2022-11-08,Vox Telecom Ltd,KwaDukuza,7.687311069113128
,2022-10-12,PayCorp Group (Pty) Ltd,Johannesburg,5.35803065897131
,2020-07-16,Direction Interministerielle du Numerique et du Systeme d'Information et de Communication de l'Etat,,6.31568447538241
,2022-03-26,Telecom Algeria,Djendel,6.531551601185278
,2022-01-24,Dimension Data (Pty) Ltd - Optinet,Lichtenburg,9.311779765322244
,2023-01-21,Telecom Algeria,Béchar,4.028154674710512
,2022-12-23,OTEL TELECOMS,Paarl,78.11197680153575
,2021-04-16,Comsol Networks (PTY) Ltd,Grahamstown,2.7974348960734967
,2023-08-18,Liquid Telecommunications Kenya Limited,Nairobi,47.47894270996082
,2020-03-21,Comtel Communications,Edenvale,30.047755685694263
,2024-02-21,Wirulink Pty Ltd,Roodepoort,49.838875394407296
,2021-11-22,Vodacom,Villiers,11.86113184266584
,2020-04-30,SEACOM Limited,Midrand,13.991805735759886
,2021-01-01,Afrihost (Pty) Ltd,Hilton,2.302890332341286
,2022-01-22,3S INF,Midoun,0.1067388092352205
,2023-07-01,Ghana Telecommunications Company Limited,Damongo,24.290462373884186
,2023-06-02,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Ksar el Kbir,23.35526579900749
,2023-03-23,"Cloudflare, Inc.",Shubra al Khaymah,23.823209740621294
,2023-02-18,UK-2 Limited,Cairo,17.149676826812286
,2023-02-09,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Arfoud,9.438344827343164
,2020-09-24,Ghana Telecommunications Company Limited,Accra,15.2328885607236
,2020-01-06,Information and Communications Technology Authority,Nairobi,1.268268058423672
,2021-10-07,"Akamai Technologies, Inc.",Accra,15.824417023284584
,2022-05-17,Jenny Internet cc,Witbank,8.626095641289076
,2023-12-26,Orange Tunisie,Gafsa,7.519008905755964
,2020-06-21,Afrihost (Pty) Ltd,Soweto,27.454820172227585
,2021-05-04,Telkom SA Ltd.,Chatsworth,4.370678178327496
,2022-01-31,Municipal Network Services,Graafwater,2.534411224466329
,2022-09-05,"Akamai Technologies, Inc.",Saint-Denis,254.82204297416357
,2023-11-13,"Cloudflare, Inc.",Accra,134.08282305024915
,2022-07-26,ETISALAT MISR,Ismailia,4.041524147808738
,2020-04-06,DIRECTEL COMMUNICATIONS (PTY) LTD,Pretoria,27.471332558565773
,2021-04-18,Dimension Data (Pty) Ltd - Optinet,Benoni,22.946838750323497
,2024-08-16,Dimension Data (Pty) Ltd - Optinet,Plattekloof,27.19585471129193
,2024-03-22,Vodacom,Steelpoort,5.5880601078454015
,2024-07-20,MEDITELECOM,Chichaoua,1.8814957097602751
,2022-06-25,The Egyptian Company for Mobile Services (Mobinil),Cairo,10.829868727347616
,2024-04-22,Skymax Integrated Network Ltd,Yola,28.924246843022186
,2022-07-28,Telkom SA Ltd.,Montagu,6.1348627267402325
,2020-04-15,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Zawyat an Nwacer,2.4893400684786657
,2024-07-18,Afrihost (Pty) Ltd,Klerksdorp,94.81114770011716
,2023-11-03,Mitsol (Pty) Ltd,eManzimtoti,44.57279523240254
,2024-01-27,Cybersmart,Ermelo,875.2413560571392
,2022-12-18,TANZANIA TELECOMMUNICATIONS CO. LTD,Dodoma,2.446354397360462
,2023-09-06,RSAWEB (PTY) LTD,Germiston,12.59615699054725
,2022-10-28,Cipherwave,Pretoria,49.996047837012846
,2024-07-23,3S INF,Sousse,8.618827994300453
,2022-10-25,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Douar El Gara,63.1070652623724
,2022-06-28,MTN SA,Mandeni,10.52325784445322
,2020-09-24,Liquid Telecommunications South Africa (Pty) Ltd,Roodepoort,5.838139495856929
,2020-08-11,Gulfsat Autonomous System,Ambodirano,1.0629133648473792
,2022-06-25,Vox Telecom Ltd,Gordons Bay,14.572952636372731
,2024-03-17,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Ait Melloul,59.82655372398071
,2020-02-11,Skyfi Internet solutions (PTY) Ltd,Pretoria,0.0762710315100844
,2024-03-28,SOMTEL INTERNATIONAL Ltd,Mogadishu,4.402384929882186
,2020-05-04,Afrihost (Pty) Ltd,Kempton Park,25.554471237397017
,2021-03-10,SEACOM Limited,Midrand,81.5659449533606
,2021-08-19,Safaricom Limited,Kikuyu,13.941597583554378
,2020-04-08,Gabon Telecom / Office of Posts and Telecommunications of Gabon,Libreville,4.519946372027562
,2021-10-30,Link Egypt (Link.NET),Cairo,6.8015953623283885
,2020-03-16,Breedenet,Klawer,0.1388163726077798
,2022-11-22,"Cloudflare, Inc.",Lagos,60.421492967106694
,2020-02-27,Afrihost (Pty) Ltd,Bellville,29.10878658429861
,2020-08-04,Liquid Telecommunications South Africa (Pty) Ltd,Saldanha,2.061034901327619
,2021-02-02,TOPNET,Nefta,8.350439690724007
,2023-03-14,Liquid Telecommunications Ltd,Gaborone,26.176468640971
,2023-11-24,Xnet Internet Services (Pty) Ltd,Cape Town,11.621750798529629
,2022-06-17,Level 7 Wireless (Pty) Ltd,Brakpan,45.415299187566994
,2022-07-27,North West University,Vanderbijlpark,7.581884387913877
,2020-08-04,BitCo,Alberton,4.748066072853978
,2023-10-28,Mitsol (Pty) Ltd,Durban,41.70182751118447
,2023-06-06,TENET (The UNINET Project),Johannesburg,70.52107781798408
,2024-04-10,Afrihost (Pty) Ltd,Nigel,172.32169690992805
,2024-07-24,Vodafone Data,Alexandria,7.253740575964884
,2023-11-14,,Louis Trichardt,28.3364118187214
,2023-08-13,MEDITELECOM,Beni Mellal,22.20597614568113
,2020-09-20,TE-AS,Al Fayyum,8.089632316900307
,2020-12-03,Kurlec Wireless (PTY) Ltd,Kuruman,1.7520553877860203
,2024-01-05,eNetworks cc,Strand,49.07858507205467
,2021-07-14,Atlantique Telecom (Cote d'Ivoire),,10.192143575772867
,2021-12-23,,Germiston,2.9338577180014505
,2022-05-30,Airtel Networks Kenya Limited,Kiserian,9.60944264801545
,2020-05-08,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Meknes,5.032057907098738
,2020-05-07,Cool Ideas Service Provider (Pty) Ltd,Mulbarton,34.96388668750437
,2023-03-23,PO box T511 Phonexay road - Xaysettha district,,16.952614491085868
,2022-07-29,Dimension Data (Pty) Ltd - Optinet,Kempton Park,137.82346646645598
,2024-05-28,Telkom SA Ltd.,Hermanus,31.68171809626167
,2022-01-22,TE-AS,Mohandessin,3.0490312167495355
,2023-02-06,Airtel Networks Limited,Abuja,27.30912455360551
,2023-08-31,,Bothaville,44.93837628688338
,2024-08-12,SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS,Bras-Panon,163.2067005142735
,2020-05-04,BitCo,Krugersdorp,48.35234245921399
,2020-10-23,South African Digital Villages (Pty) Ltd,Umhlanga,56.26405800643957
,2023-05-06,Liquid Telecommunications South Africa (Pty) Ltd,Postmasburg,4.688447798852648
,2023-08-24,RMS Powertronics CC,Randfontein,4.894906828600345
,2022-11-14,,Joubertina,5.803825706156947
,2020-10-26,Telecom Algeria,Mendes,3.779038337343073
,2024-03-21,,Antananarivo,7.936994974152599
,2023-04-16,DIRECTEL COMMUNICATIONS (PTY) LTD,Emalahleni,33.067230547973
,2023-04-23,Telkom SA Ltd.,oThongathi,16.47758277215143
,2024-04-07,Comtel Communications,Durban,43.57094240162469
,2023-06-13,JASCO CONVERGED SOLUTIONS (Pty) Ltd,Johannesburg,22.337980437521058
,2023-01-19,BitCo,North Riding,17.510311095925818
,2020-10-20,Magnalec (Pty) Ltd t/a PacketSky,,16.352423399993015
,2021-02-02,BCS Group (BCSNet),Vanderbijlpark,4.058685452674338
,2023-10-22,MTN Network Solutions (Cameroon),,8.884473966394298
,2021-07-13,TENET (The UNINET Project),Pretoria,29.569635047318386
,2024-02-19,MATTEL,Nouakchott,17.780903726502054
,2020-10-27,The Egyptian Company for Mobile Services (Mobinil),Alexandria,3.356982394906183
,2022-06-03,TENET (The UNINET Project),eManzimtoti,83.43877291848271
,2020-07-13,Reunicable SAS,Saint-Gilles les Bains,103.53520736831716
,2021-12-18,,Bela-Bela,9.533065337222022
,2023-04-13,Dimension Data (Pty) Ltd - Optinet,Western Cape,28.57249218214677
,2020-10-31,ETISALAT MISR,Tukh,3.6359177901910886
,2022-01-06,Africa Online Kenya,,7.896943085714301
,2024-02-08,,Hoedspruit,4.427373340014355
,2023-06-21,The Noor Group,Cairo,17.64814449037887
,2021-04-21,Afrihost (Pty) Ltd,Randvaal,2.813918525868088
,2022-02-04,Vodafone Data,Heliopolis,3.4234407624956136
,2021-02-20,Liquid Telecommunications South Africa (Pty) Ltd,Vredenburg,5.7371325071083366
,2022-01-11,Eduardo Mondlane University,Matola,23.076115533118127
,2021-05-07,Vodacom Congo,Isiro,2.3254183450904256
,2021-09-30,TENET (The UNINET Project),Johannesburg,86.88936433829566
,2022-09-07,BitCo,Meyerton,2.6053997918605085
,2023-12-14,MTN SA,Margate,27.675647280027235
,2022-09-06,Atomic (Pty) Ltd,Somerset West,95.73079078763496
,2023-06-17,Vodacom,Empangeni,27.026725055263288
,2024-02-06,MEDITELECOM,Settat,40.055021823745754
,2022-02-24,Telecom Algeria,Guemar,1.056434074610874
,2021-12-11,Moztel LDA,Costa do Sol,1.2611250543179238
,2020-05-13,Vodacom,Humansdorp,47.08131917548217
,2021-12-24,Vodacom Lesotho (Pty) Ltd,Quthing,40.74486731444525
,2020-10-20,Telecom Algeria,Bordj Ghdir,2.1860978915217806
,2022-09-16,Link Egypt (Link.NET),Sharqia,3.362298128614548
,2023-08-15,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Guelmim,11.070299694194462
,2022-08-20,CV  Multimedia SA,Ribeira Brava,1.296759003279159
,2023-06-20,Blue Crane Communications (U) Ltd,Kampala,7.506612519816085
,2022-11-02,Liquid Telecommunications Ltd,Mombasa,6.315988877360027
,2024-04-12,Canalbox Benin,Kigali,39.82498055457431
,2020-06-02,Afrihost (Pty) Ltd,Heidelberg,35.396392430344825
,2024-07-26,Jenny Internet cc,Hankey,3.3258988355082204
,2023-09-23,"Cloudflare, Inc.",Pretoria,695.5772340232876
,2022-01-05,Wananchi Group (Kenya) Limited,Nyamira,6.141909697048691
,2023-08-18,MUNI S.A,Malabo,0.3460235428395961
,2022-05-21,UNIWISP,Nelspruit,24.508329237702732
,2024-03-27,Orange Tunisie,Beni Khalled,17.50938423613462
,2022-12-26,University of Ghana,,31.07105237897162
